Stock Symbol,Company Name,Stock Exchange,Cpn Rate/Ann Amt,LiqPref/CallPrice,Call Date/Matur Date,Moodys/S&P Dated,Distribution Dates,15% Tax Rate,Parent Company,IPO,Total IPO Units,$ Per,Previous Ticker Symbol,Change Symbol Date,Market Value
DLR-J ,Digital Realty Trust,NYSE,5.25%$1.31  ,$25.00 $25.00 ,8/07/2022 None  ,Baa3BB+12/02/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,DLR,8/1/2017,8.00 Million Shares,$25.00/share.,DGGTP,8/15/2017,$200.0 Million
VNO-N ,Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares,NYSE,5.25%$1.3125 ,$25.00 $25.00 ,11/24/2025 None  ,Baa3BB+11/20/2020,1/1 - 4/1 - 7/1 & 10/1Click ,No,VNO,11/20/2020,12.00 Million Units,$25/unit.,VORTP,12/03/2020,$300.0 Million
VNO-M ,Vornado Realty Trust,NYSE,5.25%$1.31  ,$25.00 $25.00 ,12/13/2022 None  ,Baa3BB+11/20/2020,1/1 - 4/1 - 7/1 & 10/1Click ,No,VNO,12/4/2017,12.00 Million Shares,$25.00/share.,VNNDP,12/15/2017,$300.0 Million
PSB-X ,PS Business Parks,NYSE,5.25%$1.31  ,$25.00 $25.00 ,9/21/2022 None  ,Baa2BBB11/20/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,PSB,9/12/2017,8.00 Million Shares,$25.00/share.,PSBBP,9/22/2017,$200.0 Million
PSB-Y ,PS Business Parks,NYSE,5.20%$1.30  ,$25.00 $25.00 ,12/07/2022 None  ,Baa2BBB11/20/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,PSB,11/30/2017,8.00 Million Shares,$25.00/share.,PSSBP,12/08/2017,$200.0 Million
PSA-D ,Public Storage,NYSE,4.95%$1.24  ,$25.00 $25.00 ,7/01/2021 None  ,A3BBB+8/11/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,PSA,7/13/2016,12.00 Million Shares,$25.00/share.,PBSDP,7/21/2016,$300.0 Million
PSA-F ,Public Storage,NYSE,5.15%$1.29  ,$25.00 $25.00 ,6/02/2022 None  ,A3BBB+8/11/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,PSA,5/23/2017,10.00 Million Shares,$25.00/share.,PBSPP,6/05/2017,$250.0 Million
ATH-D ,Athene Holding,NYSE,4.88%$1.21875 ,$25.00 $25.00 ,12/30/2025 None  ,NF BBB-12/15/2020,3/30 - 6/30 - 9/30 & 12/30Cl,YES,ATH,12/14/2020,22.00 Million Shares,$25.00/share.,ATHDF,12/24/2020,$550.0 Million
PSA-E ,Public Storage,NYSE,4.90%$1.23  ,$25.00 $25.00 ,10/14/2021 None  ,A3BBB+8/11/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,PSA,10/6/2016,14.00 Million Shares,$25.00/share.,PBSRP,10/17/2016,$350.0 Million
PSA-G ,Public Storage,NYSE,5.05%$1.26  ,$25.00 $25.00 ,8/09/2022 None  ,A3BBB+8/11/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,PSA,7/31/2017,12.00 Million Shares,$25.00/share.,PBSTP,8/10/2017,$300.0 Million
WRB-F ,W.R. Berkley Corp.,NYSE,5.10%$1.28  ,$25.00 $25.00 ,12/30/2024 12/30/2059  ,Baa2BBB-2/19/2021,3/30 - 6/30 - 9/30 & 12/30Cl,No,WRB,12/3/2019,12.00 Million Debentures,$25.00/deb.,-,-,$300.0 Million
PSA-I ,Public Storage,NYSE,4.88%$1.22  ,$25.00 $25.00 ,9/12/2024 None  ,A3BBB+8/11/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,-,9/5/2019,11.00 Million Shares,$25.00/share.,-,-,HOME PAGE:    https://www.publicstorage.com/
PSA-K ,Public Storage,NYSE,4.75%$1.19  ,$25.00 $25.00 ,12/20/2024 None  ,A3BBB+8/11/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,-,12/11/2019,8.00 Million Shares,$25.00/share.,-,-,HOME PAGE:    https://www.publicstorage.com/
PSA-M ,Public Storage,NYSE,4.13%$1.03125 ,$25.00 $25.00 ,8/14/2025 None  ,A3BBB+8/11/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,PSA,8/11/2020,8.00 Million Shares,$25/share.,PSAGL,8/12/2020,$200.0 Million
PSA-O ,Public Storage,NYSE,3.90%$0.975 ,$25.00 $25.00 ,11/17/2025 None  ,A3BBB+11/09/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,PSA,11/9/2020,6.00 Million Shares,$25/share.,PSAOL,11/18/2020,$150.0 Million
PSA-N ,Public Storage,NYSE,3.88%$0.96875 ,$25.00 $25.00 ,10/06/2025 None  ,A3BBB+9/29/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,PSA,9/29/2020,10.00 Million Shares,$25/share.,PSADL,10/09/2020,$250.0 Million
WCC-A ,WESCO Intl,NYSE,Reset Rate $2.65625 ,$25.00 $25.00 ,6/22/2025 None  ,NR NR 6/24/2020,3/31 - 6/30 - 9/30 & 12/31Cl,YES,WCC,-,-,-,$540.0 Million
UZA   ,United States Cellular Corp.,NYSE,6.95%$1.74  ,$25.00 $25.00 ,5/15/2016 5/15/2060  ,Ba1BB8/10/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,USM,5/10/2011,12.00 Million Notes,$25.00/note.,-,-,$335.0 Million
CTDD  ,Qwest Corporation,NYSE,6.75%$1.69  ,$25.00 $25.00 ,6/15/2022 6/15/2057  ,Ba2BBB-12/02/2020, 3/15 - 6/15 - 9/15 & 12/15C,No,LUMN,4/18/2017,23.00 Million Notes,$25.00/note.,-,-,$574.0 Million
IFFT  ,International Flavors & Fragrances,NYSE,6.00%$3.00  ,$50.00 $50.00 ,6/18/2019 9/15/2021  ,NR NF 11/19/2020,0.3134@$159.54+ 0.3839@$13,"3/15, 6/15, 9/15 & 12/15Cl",No,IFF,9/12/2018,15.00 Million Units,$50.00/unit.,IFFIU,9/19/2018,$805.0 Million
JSM   ,Navient Corp.,NGS,6.00%$1.50  ,$25.00 $25.00 ,12/15/2008 12/15/2043  ,Ba3B+4/04/2021,3/15 - 6/15 - 9/15 & 12/15Cl,No,NAVI,12/8/2003,11.00 Million Notes,$25.00/note.,SLMCP,12/30/2003,$275.0 Million
SCE-H ,SCE Trust III,NYSE,FixFloat $1.44  ,$25.00 $25.00 ,3/15/2024 None  ,Ba1BB+10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,EIX,2/27/2014,11.00 Million Shares,$25.00/share.,SCECL,3/10/2014,$275.0 Million
SCE-K ,SCE Trust V,NYSE,FixFloat $1.36  ,$25.00 $25.00 ,3/15/2026 None  ,Ba1BB+10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,EIX,3/3/2016,12.00 Million Shares,$25.00/share.,SCRRP,3/10/2016,$300.0 Million
SCE-J ,SCE Trust IV,NYSE,FixFloat $1.34  ,$25.00 $25.00 ,9/15/2025 None  ,Ba1BB+10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,EIX,8/17/2015,13.00 Million Shares,$25.00/share.,SCTTP,8/26/2015,$325.0 Million
DUKB  ,Duke Energy Corp.,NYSE,5.63%$1.41  ,$25.00 $25.00 ,9/15/2023 9/15/2078  ,Baa2BBB11/11/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,DUK,9/11/2018,20.00 Million Debentures,$25.00/deb.,-,-,$500.0 Million
SCE-G ,SCE Trust II,NYSE,5.10%$1.28  ,$25.00 $25.00 ,3/15/2018 None  ,Ba1BB+10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,EIX,1/23/2013,16.00 Million Shares,$25.00/share.,SCEZL,2/04/2013,$180.0 Million
SCE-L ,SCE Trust VI,NYSE,5.00%$1.25  ,$25.00 $25.00 ,6/26/2022 None  ,Ba1BB+10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,EIX,6/19/2017,19.00 Million Shares,$25.00/share.,SCEEP,6/29/2017,$475.0 Million
PXSAP ,Pyxis Tankers Inc 7.75% Series A Cumulative Convertible Preferred Shares,NCM,7.75%$1.9375 ,$25.00 $25.00 ,n.a.None  ,NF NF 10/06/2020,Before the 20th of the Mon,No,PXS,-,-,-,$5.0 Million
NCV-A ,AllianzGI Convertible & Income Fund,NYSE,5.63%$1.41  ,$25.00 $25.00 ,9/20/2023 None  ,NR NF 4/04/2021,3/31 - 6/30 - 9/30 & 12/31Cl,Variable,NCV,9/14/2018,4.00 Million Shares,$25.00/share.,-,-,$100.0 Million
NCZ-A ,AllianzGI Convertible & Income Fund II,NYSE,5.50%$1.38  ,$25.00 $25.00 ,9/11/2023 None  ,NR NF 4/04/2021,3/31 - 6/30 - 9/30 & 12/31Cl,Variable,NCZ,9/4/2018,4.36 Million Shares,$25.00/share.,NZCZP,9/20/2018,$109.0 Million
FATBP ,FAT Brands,NCM,8.25%$2.0625 ,$25.00 $27.50 ,7/16/2021 None  ,NF NF 7/14/2020,End of MonthClick for MW E,YES,FAT,7/13/2020,"400,000 Units",$25.00/unit.,-,-,$7.4 Million
BHFAN ,Brighthouse Financial,NGS,5.38%$1.34375 ,$25.00 $25.00 ,12/25/2025 None  ,Ba2BBB-11/10/2020,3/25 - 6/25 - 9/25 & 12/25Cl,YES,BHF,11/10/2020,20.00 Million Shares,$25.00/share.,BTHFL,11/23/2020,$500.0 Million
GLOP-C,GasLog Partners LP,NYSE,8.50%$2.13  ,$25.00 $25.00 ,3/15/2024 None  ,NF NF 12/02/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,GLOP,11/7/2018,4.00 Million Units,$25.00/unit.,GLOUF,11/19/2018,$100.0 Million
GLOP-B,GasLog Partners LP,NYSE,FixFloat $2.05  ,$25.00 $25.00 ,3/15/2023 None  ,NF NF 12/02/2020, 3/15 - 6/15 - 9/15 & 12/15C,YES,GLOP,1/9/2018,4.00 Million Units,$25.00/unit.,GSLPF,1/19/2018,$100.0 Million
GLOP-A,GasLog Partners LP,NYSE,FixFloat $2.16  ,$25.00 $25.00 ,6/15/2027 none  ,NF NF 12/02/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,GLOP,5/8/2017,5.00 Million Units,$25.00/unit.,GSLGF,5/17/2017,$125.0 Million
TRTN-C,Triton International Ltd.,NYSE,7.38%$1.84  ,$25.00 $25.00 ,12/15/2024 None  ,NF BB4/12/2021,3/15 - 6/15 - 9/15 & 12/15Cl,YES,TRTN,10/31/2019,7.00 Million Shares,$25.00/share.,TRTOF,11/13/2019,$175.0 Million
TRTN-D,Triton International Ltd. 6.875% Ser D Cumul Redeemable Perp Preference Shares,NYSE,6.88%$1.71875 ,$25.00 $25.00 ,3/15/2025 None  ,NF BB4/12/2021,3/15 - 6/15 - 9/15 & 12/15Cl,YES,TRTN,1/16/2020,6.00 Million Shares,$25/share.,TRTDP,1/29/2020,$150.0 Million
PUK-A ,Prudential plc,NYSE,6.50%$1.63  ,$25.00 $25.00 ,9/23/2010 None  ,Baa1BBB+10/18/2020,3/23 - 6/23 - 9/23 & 12/23Cl,YES,PUK,7/13/2005,12.00 Million Shares,$25.00/share.,PRLPF,8/03/2005,$300.0 Million
MFA-B ,MFA Financial,NYSE,7.50%$1.88  ,$25.00 $25.00 ,4/15/2018 None  ,NF NF 1/28/2021,3/31 - 6/30 - 9/30 & 12/31Cl,No,MFA,4/8/2013,7.00 Million Shares,$25.00/share.,MFABP,4/18/2013,$175.0 Million
NYCB-A,New York Community Bancorp,NYSE,FixFloat $1.59  ,$25.00 $25.00 ,3/17/2027 None  ,Ba2B+8/11/2020,3/17 - 6/17 - 9/17 & 12/17Cl,YES,NYCB,3/10/2017,20.00 Million Shares,$25.00/share.,NYBCP,3/22/2017,$500.0 Million
IVR-B ,Invesco Mortgage Capital,NYSE,FixFloat $1.94  ,$25.00 $25.00 ,12/27/2024 None  ,NF NF 12/02/2020,3/27 - 6/27 - 9/27 & 12/27Cl,No,IVR,9/4/2014,6.00 Million Shares,$25.00/share.,IVSGP,9/12/2014,$100.0 Million
IVR-C ,Invesco Mortgage Capital,NYSE,FixFloat $1.88  ,$25.00 $25.00 ,9/27/2027 None  ,NF NF 12/02/2020,3/27 - 6/27 - 9/27 & 12/27Cl,No,IVR,8/9/2017,10.00 Million Shares,$25.00/share.,IVSOP,8/21/2017,$250.0 Million
EQH-A ,Equitable Holdings  5.25% Dep Share Fix Rate Non-Cumul Perp Prfd Stock Ser A,NYSE,5.25%$1.31  ,$25.00 $25.00 ,12/15/2024 None  ,Ba1BBB-1/05/2021,3/15 - 6/15 - 9/15 & 12/15Cl,YES,EQH,11/20/2019,29.00 Million Shares,$25.00/share.,AXQEL,12/02/2019,$725.0 Million
EQH-C ,Equitable Holdings 4.30% Dep Share Fix Rate Non-Cumul Perp Prfd Stock Ser C,NYSE,4.30%$1.075 ,$25.00 $25.00 ,3/15/2026 None  ,Ba1BBB-1/05/2021,3/15 - 6/15 - 9/15 & 12/15Cl,YES,EQH,1/5/2021,12.00 Million Shares,$25/share.,EQHIL,1/13/2021,$300.0 Million
NS-C  ,NuStar Energy L.P.,NYSE,FixFloat $2.25  ,$25.00 $25.00 ,12/15/2022 None  ,B2B-11/04/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,NS,11/27/2017,6.00 Million Units,$25.00/unit.,NSSTP,12/04/2017,$150.0 Million
NS-A  ,NuStar Energy L.P.,NYSE,FixFloat $2.13  ,$25.00 $25.00 ,12/15/2021 None  ,B2B-11/04/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,NS,11/17/2016,8.00 Million Units,$25.00/unit.,NTSRF,11/30/2016,$200.0 Million
NS-B  ,NuStar Energy L.P.,NYSE,FixFloat $1.91  ,$25.00 $25.00 ,6/15/2022 None  ,B2B-11/04/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,NS,4/25/2017,14.00 Million Units,$25.00/unit.,NUSRP,5/03/2017,$350.0 Million
DCP-B ,DCP Midstream LP,NYSE,FixFloat $1.97  ,$25.00 $25.00 ,6/15/2023 None  ,B1B+12/16/2020,3/15 - 6/15 - 9/315 12/15Cli,No,DCP,5/9/2018,6.00 Million Units,$25.00/unit.,DCPMP,5/17/2018,$150.0 Million
CIM-D ,Chimera Investment Corp. 8.00% Series D Fixed/Float Cumul Redeem Preferred Stock,NYSE,8.00%$2.00  ,$25.00 $25.00 ,3/30/2024 None  ,NF NF 12/16/2020,3/30 - 6/30 - 9/30 & 12/30Cl,No,CIM,1/15/2019,7.40 Million Shares,$25.00/share.,CMIMP,1/24/2019,$185.0 Million
CIM-B ,Chimera Investment Corp. 8.00% Series B Fixed/Float Cumul Redeem Preferred Stock,NYSE,FixFloat $2.00  ,$25.00 $25.00 ,3/30/2024 None  ,NF NF 12/16/2020,3/30 - 6/30 - 9/30 & 12/30Cl,No,CIM,2/22/2017,12.00 Million Shares,$25.00/share.,CIMEP,3/01/2017,$300.0 Million
CIM-A ,Chimera Investment Corp. 8.00% Series A Cumulative Redeemable Preferred Stock,NYSE,8.00%$2.00  ,$25.00 $25.00 ,10/30/2021 None  ,NF NF 12/16/2020,3/30 - 6/30 - 9/30 & 12/30Cl,No,CIM,10/6/2016,5.40 Million Shares,$25.00/share.,CMIAP,10/17/2016,$135.0 Million
STAR-D,iStar,NYSE,8.00%$2.00  ,$25.00 $25.00 ,10/08/2002 None  ,B2B10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,STAR,-,SFI-D,12/19/2013,$99.3 Million
FTAI-A,Fortress Transportation & Infrastructure Investors,NYSE,FixFloat $2.06  ,$25.00 $25.00 ,9/15/2024 None  ,NF NF 3/18/2021,3/15 - 6/15 - 9/15 & 12/15Cl,No,FTAI,9/5/2019,3.00 Million Shares,$25.00/share.,FRTRP,9/17/2019,$75.0 Million
PMT-A ,PennyMac Mortgage Investment Trust,NYSE,FixFloat $2.03  ,$25.00 $25.00 ,3/15/2024 None  ,NR NF 12/16/2020,3/15 - 6/15 - 9/150 & 12/15C,No,PMT,3/9/2017,4.60 Million Shares,$25.00/share.,PNNYP,3/13/2017,$115.0 Million
FTAI-B,Fortress Transportation & Infrastructure Investors 8.0% Fix/Float Ser B Prfd,NYSE,FixFloat $2.00  ,$25.00 $25.00 ,12/15/2024 None  ,NF NF 3/18/2021,3/15 - 6/15 - 9/15 & 12/15Cl,No,FTAI,11/22/2019,4.00 Million Shares,$25.00/share.,FTABP,12/02/2019,$100.0 Million
CIM-C ,Chimera Investment Corp. 7.75% Series C Fixed/Float Cumul Redeem Preferred Stock,NYSE,FixFloat $1.94  ,$25.00 $25.00 ,9/30/2025 None  ,NF NF 12/16/2020,3/30 - 6/30 - 9/30 & 12/30Cl,No,CIM,9/13/2018,10.00 Million Shares,$25.00/share.,CIMPP,9/25/2018,$250.0 Million
PMT-B ,PennyMac Mortgage Investment Trust,NYSE,FixFloat $2.00  ,$25.00 $25.00 ,6/15/2024 None  ,NR NF 12/16/2020,3/15 - 6/15 - 9/150 & 12/15C,No,PMT,6/27/2017,7.00 Million Shares,$25.00/share.,PNNMP,7/06/2017,$175.0 Million
STAR-G,iStar,NYSE,7.65%$1.91  ,$25.00 $25.00 ,12/19/2008 None  ,B2B10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,STAR,12/10/2003,3.20 Million Shares,$25.00/share.,SFI-G,12/19/2013,$78.1 Million
STAR-I,iStar,NYSE,7.50%$1.88  ,$25.00 $25.00 ,3/01/2009 None  ,B2B10/18/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,STAR,2/27/2004,5.00 Million Shares,$25.00/share.,SFI-I,12/19/2013,$119.0 Million
FTAI-C,Fortress Transportation & Infrastructure Investors,NYSE,Reset Rate $2.0625 ,$25.00 $25.00 ,6/15/2026 None  ,NR NR 3/18/2021,3/15 - 6/15 - 9/15 & 12/15Cl,No,FTAI,3/18/2021,4.00 Million Shares,$25.00/share.,FTIIP,3/30/2021,$100.0 Million
PBC   ,Prospect Capital Corp.,NYSE,6.88%$1.72  ,$25.00 $25.00 ,12/15/2021 6/15/2029  ,Baa3BBB-1/28/2021,3/15 - 6/15 - 9/15 & 12/15Cl,No,PSEC,11/28/2018,2.00 Million Notes,$25.00/note.,-,-,$50.0 Million
NLY-F ,Annaly Capital Management,NYSE,FixFloat $1.74  ,$25.00 $25.00 ,9/30/2022 None  ,NF NF 12/02/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,NLY,7/25/2017,28.00 Million Shares,$25.00/share.,ANNPP,8/01/2017,$700.0 Million
SPLP-A,Steel Partners Holdings LP 6.00% Ser A Cumulative Preferred Units Due 2/07/2026,NYSE,6.00%$1.50  ,$25.00 $25.00 ,Anytime 2/07/2026  ,NF NF 4/04/2021,3/15 - 6/15 - 9/15 & 12/15Cl,No,SPLP,2/7/2018,3.17 Million Units,$25.00/unit.,-,-,$71.5 Million
KKR-B ,KKR & Co.,NYSE,6.50%$1.63  ,$25.00 $25.00 ,9/15/2021 None  ,NF BBB+11/11/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,KKR,6/13/2016,6.20 Million Units,$25.00/unit.,KRPPP,6/27/2016,$155.0 Million
NLY-G ,Annaly Capital Management,NYSE,FixFloat $1.63  ,$25.00 $25.00 ,3/31/2023 None  ,NF NF 12/02/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,NLY,1/8/2018,17.00 Million Shares,$25.00/share.,ACMGP,1/17/2018,$425.0 Million
ARGD  ,Argo Group US,NYSE,6.50%$1.63  ,$25.00 $25.00 ,9/15/2017 9/15/2042  ,NF BBB-11/19/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,ARGO,9/20/2012,5.00 Million Notes,$25.00/note.,AGIIL,5/07/2018,$125.0 Million
TCBIO ,Texas Capital Bancshares 5.75% Dep Shares Non-Cumulative Perp Prfd Stock,NGS,5.75%$1.4375 ,$25.00 $25.00 ,6/15/2026 None  ,Ba2B+2/25/2021,3/15 - 6/15 - 9/15 & 12/15Cl,YES,TCBI,2/24/2021,12.00 Million Shares,$25.00/share.,TCBLL,3/26/2021,$300.0 Million
SF-A  ,Stifel Financial Corp.,NYSE,6.25%$1.56  ,$25.00 $25.00 ,7/15/2021 None  ,NF BB-11/20/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,SF,7/11/2016,6.00 Million Shares,$25.00/share.,STIFP,7/21/2016,$150.0 Million
QVCD  ,QVC Inc.,NYSE,6.38%$1.59  ,$25.00 $25.00 ,9/13/2023 9/13/2067  ,Ba2BB+1/28/2021,3/15 - 6/15 - 9/15 & 12/15Cl,No,QRTEA,9/10/2018,9.00 Million Notes,$25.00/note.,-,-,$225.0 Million
APO-A ,Apollo Global Management,NYSE,6.38%$1.59  ,$25.00 $25.00 ,3/15/2022 None  ,NF BBB11/20/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,APO,2/28/2017,10.00 Million Shares,$25.00/share.,APLMP,3/09/2017,$250.0 Million
HCAPZ ,Harvest Capital Credit Corp.,NGM,6.13%$1.53  ,$25.00 $25.00 ,9/15/2019 9/15/2022  ,NF NF 12/02/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,PTMN,8/21/2017,1.00 Million Notes,$25.00/note.,-,-,$25.0 Million
BPYPO ,Brookfield Property Partners L.P. 6.375% Class A Cumul Red Perp Prfd Units Ser 2,NGS,6.38%$1.59  ,$25.00 $25.00 ,9/30/2024 None  ,NR BB+10/18/2020,3/31 - 6/30 - 9/30 & 12/31Cl,No,IPO,-,BKOYF,8/21/2019,Click for current BPYPO price quote from the NASDAQ
OAK-A ,Oaktree Capital Group,NYSE,6.63%$1.66  ,$25.00 $25.00 ,6/15/2023 None  ,NF BBB4/04/2021,3/15 - 6/15 - 9/15 & 12/15Cl,No,OAK,5/10/2018,7.20 Million Units,$25.00/unit.,OKTRU,5/29/2018,$180.0 Million
QVCC  ,QVC Inc.,NYSE,6.25%$1.56  ,$25.00 $25.00 ,11/26/2024 11/26/2068  ,Ba2BB+1/28/2021,3/15 - 6/15 - 9/15 & 12/15Cl,No,QRTEA,11/19/2019,17.40 Million Notes,$25.00/note.,-,-,$435.0 Million
OAK-B ,Oaktree Capital Group LLC,NYSE,6.55%$1.64  ,$25.00 $25.00 ,9/15/2023 None  ,NF BBB4/04/2021,3/15 - 6/15 - 9/15 & 12/15Cl,No,OAK,8/2/2018,9.40 Million Units,$25.00/unit.,OKTGP,8/14/2018,$235.0 Million
RZA   ,Reinsurance Group of America,NYSE,Floating $1.55  ,$25.00 $25.00 ,9/15/2022 9/15/2042  ,Baa3BBB11/20/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,RGA,8/15/2012,16.00 Million Notes,$25.00/note.,-,-,$400.0 Million
APO-B ,Apollo Global Management,NYSE,6.38%$1.59  ,$25.00 $25.00 ,3/15/2023 None  ,NF BBB11/20/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,APO,3/12/2018,12.00 Million Shares,$25.00/share.,APGGP,3/26/2018,$300.0 Million
UNMA  ,Unum Group,NYSE,6.25%$1.56  ,$25.00 $25.00 ,6/15/2023 6/15/2058  ,Ba1BB+4/04/2021,3/15 - 6/15 - 9/15 & 12/15Cl,No,UNM,5/21/2018,12.00 Million Notes,$25.00/note.,-,-,$300.0 Million
BHFAL ,Brighthouse Financial,NGS,6.25%$1.56  ,$25.00 $25.00 ,9/15/2023 9/15/2058  ,Ba1BBB-11/10/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,BHF,9/5/2018,15.00 Million Debentures,$25.00/deb.,-,-,$373.0 Million
RF-B  ,Regions Financial Corp.,NYSE,FixFloat $1.59  ,$25.00 $25.00 ,9/15/2024 None  ,Ba1BB+11/04/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,RF,4/24/2014,20.00 Million Shares,$25.00/share.,RFNCL,4/30/2014,$500.0 Million
ASB-E ,Associated Banc-Corp,NYSE,5.88%$1.47  ,$25.00 $25.00 ,12/15/2023 None  ,Baa3BB11/20/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,ASB,9/19/2018,4.00 Million Shares,$25.00/share.,ABCCL,9/28/2018,$100.0 Million
SJIJ  ,South Jersey Industries,NYSE,5.63%$1.41  ,$25.00 $25.00 ,9/16/2024 9/16/2079  ,NF BB+4/04/2021,3/16 - 6/16 - 9/16 & 12/16Cl,No,SJI,9/11/2019,8.00 Million Notes,$25.00/note.,-,-,$200.0 Million
KEY-J ,KeyCorp,NYSE,5.65%$1.41  ,$25.00 $25.00 ,12/15/2023 None  ,Baa3BB+12/02/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,KEY,7/23/2018,17.00 Million Shares,$25.00/share.,KYYCP,8/01/2018,$425.0 Million
RZB   ,Reinsurance Group of America,NYSE,Floating $1.44  ,$25.00 $25.00 ,6/15/2026 6/15/2056  ,Baa3BBB11/20/2020,3/15 - 6/15 - 9/15 & 12/15Cl,No,RGA,6/1/2016,16.00 Million Debentures,$25.00/deb.,-,-,$400.0 Million
STT-D ,State Street Corp.,NYSE,FixFloat $1.48  ,$25.00 $25.00 ,3/15/2024 None  ,Baa1BBB11/04/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,STT,2/25/2014,30.00 Million Shares,$25.00/share.,STTLL,3/10/2014,$805.0 Million
WBS-F ,Webster Financial Corp.,NYSE,5.25%$1.31  ,$25.00 $25.00 ,12/15/2022 None  ,Baa3BB12/16/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,WBS,12/5/2017,6.00 Million Shares,$25.00/share.,WEBFP,12/20/2017,$150.0 Million
KEY-I ,KeyCorp,NYSE,FixFloat $1.53  ,$25.00 $25.00 ,12/15/2026 None  ,Baa3BB+12/02/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,KEY,12/5/2016,20.00 Million Shares,$25.00/share.,KYYPP,12/15/2016,$500.0 Million
PBCTP ,People's United Financial,NGS,FixFloat $1.41  ,$25.00 $25.00 ,12/15/2026 None  ,Ba1BB+12/02/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,PBCT,10/24/2016,10.00 Million Shares,$25.00/share.,PPLUP,11/29/2016,$250.0 Million
ASB-F ,Associated Banc-Corp,NYSE,5.63%$1.40625 ,$25.00 $25.00 ,9/15/2025 None  ,Baa3BB11/20/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,ASB,6/10/2020,4.00 Million Shares,$25.00/share.,ABBCL,6/18/2020,$100.0 Million
STT-G ,State Street Corp.,NYSE,FixFloat $1.34  ,$25.00 $25.00 ,3/15/2026 None  ,Baa1BBB11/04/2020,3/15 - 6/15 - 9/15 & 12/15Cl,YES,STT,4/4/2016,20.00 Million Shares,$25.00/share.,SSTTP,4/13/2016,$500.0 Million
MITT-C,AG Mortgage Investment Trust,NYSE,Fix/Float $2.00  ,$25.00 $25.00 ,9/17/2024 None  ,NF NF 10/06/2020,3/17 - 6/17 - 9/17 & 12/17Cl,No,MITT,9/11/2019,4.00 Million Shares,$25.00/share.,AGMGP,9/19/2019,$114.0 Million
MITT-A,AG Mortgage Investment Trust,NYSE,8.25%$2.06  ,$25.00 $25.00 ,8/03/2017 None  ,NF NF 10/06/2020,3/17 - 6/17 - 9/17 & 12/17Cl,No,MITT,7/27/2012,1.80 Million Shares,$25.00/share.,MITTP,8/06/2012,$51.8 Million
MITT-B,AG Mortgage Investment Trust,NYSE,8.00%$2.00  ,$25.00 $25.00 ,9/27/2017 None  ,NF NF 10/06/2020,3/17 - 6/17 - 9/17 & 12/17Cl,No,MITT,9/20/2012,4.00 Million Shares,$25.00/share.,MITPP,9/27/2012,$114.0 Million
